today	sectionAA1_sub_office	sectionAA2_district	sectionAA3_village	sectionAA3_village_checked	Village_Name	sectionAA5_nationality	sectionAA6_gender	sectionAA7_age	sectionAA8_age_group	sectionAA8a_pregnant	sectionAA8a_caregiver	_GPS_Coordinates_latitude	_GPS_Coordinates_longitude	geo
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	19	youth		no	33.87295436	35.96454197	"33.87295436,35.96454197"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	70	adult		yes	33.87265397	35.96450007	"33.87265397,35.96450007"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	43	adult		yes	33.87329287	35.96450178	"33.87329287,35.96450178"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	14	adolescents		no	33.87186522	35.96250439	"33.87186522,35.96250439"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	15	adolescents		no	33.8658336	35.95621629	"33.8658336,35.95621629"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	23	youth		no	33.87151711	35.96261624	"33.87151711,35.96261624"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	14	adolescents		no	33.86948707	35.9639741	"33.86948707,35.9639741"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	24	youth		yes	33.87036951	35.96684891	"33.87036951,35.96684891"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	64	adult		yes	33.87029611	35.96673304	"33.87029611,35.96673304"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	22	youth		no	33.86991887	35.96523253	"33.86991887,35.96523253"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	69	adult		yes	33.87164867	35.96225089	"33.87164867,35.96225089"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	24	youth		yes	33.86965121	35.96393364	"33.86965121,35.96393364"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	26	adult		yes	33.87053866	35.96667866	"33.87053866,35.96667866"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	26	adult	no	yes	33.85487098	36.02798645	"33.85487098,36.02798645"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	22	adult	no	yes	33.85521937	36.02753551	"33.85521937,36.02753551"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	27	adult	no	yes	33.85502512	36.02778437	"33.85502512,36.02778437"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	23	youth	no	no	33.85494373	36.02781622	"33.85494373,36.02781622"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	23	youth	no	no	33.85513283	36.02817731	"33.85513283,36.02817731"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	20	youth	no	no	33.85515592	36.02834017	"33.85515592,36.02834017"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	24	youth	no	no	33.85519414	36.0282297	"33.85519414,36.0282297"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	12	adolescents		no	33.86889118	35.96487156	"33.86889118,35.96487156"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	23	youth		yes	33.87579183	35.95933381	"33.87579183,35.95933381"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	13	adolescents		no	33.87574133	35.95893768	"33.87574133,35.95893768"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	13	adolescents		no	33.87037234	35.96425599	"33.87037234,35.96425599"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	14	adolescents	no	no	33.87001062	35.96560724	"33.87001062,35.96560724"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	17	adolescents	no	no	33.86922541	35.96645599	"33.86922541,35.96645599"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	35	adult	yes	yes	33.86908631	35.96777732	"33.86908631,35.96777732"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	17	adolescents	no	no	33.87597288	35.95929223	"33.87597288,35.95929223"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	12	adolescents	no	no	33.87590302	35.95937865	"33.87590302,35.95937865"
10/20/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	40	adult	yes	yes	33.86943139	35.96740273	"33.86943139,35.96740273"
10/20/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	25	adult	yes	yes	33.79749983	35.92632554	"33.79749983,35.92632554"
10/20/2014	bekaa	zahle	LBN25074	LBN25006	Bar Elias	syrian	female	20	youth	yes	yes	33.7974865	35.92636434	"33.7974865,35.92636434"
10/20/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	26	adult	no	yes	33.79750175	35.92630584	"33.79750175,35.92630584"
10/20/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	18	youth	no	no	33.79287385	35.93540205	"33.79287385,35.93540205"
10/20/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	19	youth	no	no	33.79347312	35.93455154	"33.79347312,35.93455154"
10/17/2014	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	12	adolescents	no	no	33.61084578	35.48016169	"33.61084578,35.48016169"
10/17/2014	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	15	adolescents	no	no	33.6107856	35.48074381	"33.6107856,35.48074381"
10/17/2014	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	16	adolescents	no	no	33.61040171	35.48050225	"33.61040171,35.48050225"
10/17/2014	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	17	adolescents	no	no	33.60845916	35.48297415	"33.60845916,35.48297415"
10/20/2014	beirut_lbn	chouf	LBN33036	LBN33036	Boqaata	lebanese	female	23	youth	no	no	33.66748117	35.60176173	"33.66748117,35.60176173"
10/20/2014	beirut_lbn	chouf	LBN33036	LBN33036	Boqaata	lebanese	female	23	youth	no	no	33.66890991	35.60067359	"33.66890991,35.60067359"
10/20/2014	beirut_lbn	chouf	LBN33036	LBN33036	Boqaata	lebanese	female	50	adult	no	no	33.66888782	35.6005306	"33.66888782,35.6005306"
10/20/2014	beirut_lbn	chouf	LBN33036	LBN33036	Boqaata	lebanese	female	21	youth	no	no	33.66831793	35.60027638	"33.66831793,35.60027638"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	22	youth		no	33.85778302	36.02815744	"33.85778302,36.02815744"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	19	youth		no	33.85663466	36.02934751	"33.85663466,36.02934751"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	21	youth		no	33.85513052	36.03047404	"33.85513052,36.03047404"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	15	adolescents		no	33.85508945	36.03061938	"33.85508945,36.03061938"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	17	adolescents		no	33.85711519	36.02431057	"33.85711519,36.02431057"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	15	adolescents		no	33.85848203	36.03002393	"33.85848203,36.03002393"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	13	adolescents		no	33.85844628	36.02893151	"33.85844628,36.02893151"
10/20/2014	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	syrian	male	18	youth		no	33.85853668	36.02497073	"33.85853668,36.02497073"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	30	adult	no	no	34.45188473	35.87111453	"34.45188473,35.87111453"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	20	youth	no	no	34.45209629	35.8711696	"34.45209629,35.8711696"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	19	youth	no	no	34.45211687	35.87118208	"34.45211687,35.87118208"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	34	adult	yes	yes	34.45191553	35.87236737	"34.45191553,35.87236737"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	25	adult	yes	yes	34.45205354	35.87256585	"34.45205354,35.87256585"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	24	youth	no	yes	34.45187019	35.87240324	"34.45187019,35.87240324"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	32	adult	yes	yes	34.45174496	35.87169891	"34.45174496,35.87169891"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	20	youth	no	no	34.45145201	35.87113598	"34.45145201,35.87113598"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	26	adult	no	no	34.45629843	35.87597821	"34.45629843,35.87597821"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	57	adult	no	yes	34.45204537	35.87107069	"34.45204537,35.87107069"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	36	adult	no	yes	34.45257158	35.87147595	"34.45257158,35.87147595"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	37	adult	no	yes	34.45193523	35.87223368	"34.45193523,35.87223368"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	45	adult	no	yes	34.45180489	35.87240894	"34.45180489,35.87240894"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	26	adult	no	no	34.45195895	35.87257675	"34.45195895,35.87257675"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	syrian	female	34	adult	no	yes	34.45172916	35.87269653	"34.45172916,35.87269653"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	46	adult	no	no	34.43763739	35.83817693	"34.43763739,35.83817693"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	female	81	adult	no	no	33.80605997	35.62800427	"33.80605997,35.62800427"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	40	adult	no	no	34.43761101	35.83809712	"34.43761101,35.83809712"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	38	adult	no	yes	33.80841895	35.62392677	"33.80841895,35.62392677"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	25	adult	yes	no	34.43760287	35.83812165	"34.43760287,35.83812165"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	45	adult	no	no	34.43727206	35.83909306	"34.43727206,35.83909306"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	23	youth	no	no	34.43810747	35.83881121	"34.43810747,35.83881121"
1/1/2012	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	20	youth	no	yes	34.43796729	35.83881319	"34.43796729,35.83881319"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	33	adult	no	yes	33.81047849	35.62491733	"33.81047849,35.62491733"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	28	adult	no	yes	33.80960958	35.62487659	"33.80960958,35.62487659"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	27	adult	yes	yes	33.81015503	35.6245725	"33.81015503,35.6245725"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	40	adult	no	yes	33.80842191	35.62393933	"33.80842191,35.62393933"
10/20/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	24	youth		no	34.4525324	35.8740663	"34.4525324,35.8740663"
10/20/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	16	adolescents		no	34.4553649	35.87200737	"34.4553649,35.87200737"
10/20/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	16	adolescents		no	34.45515296	35.87116926	"34.45515296,35.87116926"
10/20/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	15	adolescents		no	34.45234674	35.87509853	"34.45234674,35.87509853"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	16	adolescents		no	34.45259945	35.87533188	"34.45259945,35.87533188"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	22	youth		no	34.45252657	35.87428917	"34.45252657,35.87428917"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	24	youth		no	34.45264929	35.87420418	"34.45264929,35.87420418"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	54	adult	no	yes	34.45533589	35.87202488	"34.45533589,35.87202488"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	50	adult	no	no	34.45594844	35.87208901	"34.45594844,35.87208901"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	32	adult	yes	yes	34.45545747	35.87279661	"34.45545747,35.87279661"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	27	adult	yes	yes	34.45218019	35.87413176	"34.45218019,35.87413176"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	14	adolescents	no	no	34.4522014	35.8746708	"34.4522014,35.8746708"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	40	adult	no	yes	34.44200125	35.84436444	"34.44200125,35.84436444"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	23	youth		no	34.44375919	35.8441766	"34.44375919,35.8441766"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	74	adult	no	yes	34.44195046	35.84483449	"34.44195046,35.84483449"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	15	adolescents		no	34.44200754	35.84461053	"34.44200754,35.84461053"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	25	adult	yes	yes	34.44018774	35.84377795	"34.44018774,35.84377795"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	18	youth	yes	yes	34.44051258	35.8449795	"34.44051258,35.8449795"
10/22/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	23	youth		yes	34.4403462	35.84176202	"34.4403462,35.84176202"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	13	adolescents	no	no	34.4428	35.84181357	"34.4428,35.84181357"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	16	adolescents	no	no	34.44289941	35.84198213	"34.44289941,35.84198213"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	15	adolescents	no	no	34.44125887	35.84051438	"34.44125887,35.84051438"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	30	adult	no	yes	34.45602632	35.8700424	"34.45602632,35.8700424"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	46	adult		yes	34.45481228	35.86972757	"34.45481228,35.86972757"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	33	adult	no	yes	34.45611076	35.8703759	"34.45611076,35.8703759"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	58	adult		yes	34.45493566	35.86955138	"34.45493566,35.86955138"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	25	adult		yes	34.45499731	35.8693177	"34.45499731,35.8693177"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	male	75	adult		yes	34.45362154	35.87072334	"34.45362154,35.87072334"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	47	adult	no	yes	34.45624395	35.87070666	"34.45624395,35.87070666"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	47	adult	no	yes	34.45096146	35.87312191	"34.45096146,35.87312191"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	19	youth	no	no	34.45551472	35.8730976	"34.45551472,35.8730976"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	19	youth	no	no	34.4562065	35.87063192	"34.4562065,35.87063192"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	20	youth	no	no	34.45569803	35.87041685	"34.45569803,35.87041685"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	48	adult	no	no	34.45283595	35.87167844	"34.45283595,35.87167844"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	22	youth	no	no	34.45051201	35.87334596	"34.45051201,35.87334596"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	30	adult	yes	yes	34.45551157	35.87206135	"34.45551157,35.87206135"
10/21/2014	tripoli_t5	el_mineh	LBN55040	LBN55040	El Beddaoui	lebanese	female	54	adult	no	yes	34.45604607	35.87068432	"34.45604607,35.87068432"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	male	50	adult		yes	33.78102764	35.62830857	"33.78102764,35.62830857"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	35	adult	yes	yes	34.43581792	35.83863406	"34.43581792,35.83863406"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	26	youth	yes	no	34.43580464	35.83834646	"34.43580464,35.83834646"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	53	adult	no	yes	34.43652588	35.83830179	"34.43652588,35.83830179"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	male	16	youth		no	34.43662471	35.83687435	"34.43662471,35.83687435"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	21	youth	yes	yes	34.43651967	35.83791103	"34.43651967,35.83791103"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	female	16	adolescents	no	no	34.43658304	35.84015651	"34.43658304,35.84015651"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	male	25	adult		no	34.43684715	35.8383785	"34.43684715,35.8383785"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	male	15	adolescents		no	34.43699639	35.83864819	"34.43699639,35.83864819"
10/21/2014	tripoli_t5	tripoli	LBN56013	LBN56013	Tal	lebanese	male	15	adolescents		yes	34.43669709	35.83746714	"34.43669709,35.83746714"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	female	34	adult	no	no	33.80712933	35.5984316	"33.80712933,35.5984316"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	female	44	adult	no	no	33.81614579	35.61149446	"33.81614579,35.61149446"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	female	52	adult	no	no	33.81603439	35.61136496	"33.81603439,35.61136496"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	43	adult		yes	33.81624593	35.6114768	"33.81624593,35.6114768"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	35	adult		yes	33.8159406	35.61279765	"33.8159406,35.61279765"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	52	adult		yes	33.81597971	35.61134689	"33.81597971,35.61134689"
10/21/2014	beirut_lbn	aley	LBN31025	LBN31025	Bchamoun	lebanese	female	58	adult	no	no	33.78132659	35.53168039	"33.78132659,35.53168039"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	14	adolescents		no	33.7798527	35.62773645	"33.7798527,35.62773645"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	14	adolescents		no	33.78071926	35.62753339	"33.78071926,35.62753339"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	16	adolescents		no	33.78169872	35.63116212	"33.78169872,35.63116212"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	30	adult		yes	33.78039987	35.62626696	"33.78039987,35.62626696"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	37	adult		yes	33.7802806	35.62617134	"33.7802806,35.62617134"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	20	youth		no	33.78105201	35.6285347	"33.78105201,35.6285347"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	female	38	adult	no	yes	33.78000338	35.62722995	"33.78000338,35.62722995"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	female	53	adult	no	yes	33.78015375	35.62769041	"33.78015375,35.62769041"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	female	32	adult	no	no	33.78082142	35.62815006	"33.78082142,35.62815006"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	female	40	adult	no	yes	33.78049401	35.62809202	"33.78049401,35.62809202"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	18	youth	no	yes	33.8119663	35.61227205	"33.8119663,35.61227205"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	22	youth	no	no	33.81169221	35.60998028	"33.81169221,35.60998028"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	female	23	youth	no	no	33.81181965	35.61189486	"33.81181965,35.61189486"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	female	17	adolescents	no	no	33.81192784	35.60876852	"33.81192784,35.60876852"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	18	youth		no	33.780243	35.62638667	"33.780243,35.62638667"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	31	adult		yes	33.78033193	35.62618895	"33.78033193,35.62618895"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	52	adult		yes	33.80721034	35.59828333	"33.80721034,35.59828333"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	20	youth		no	33.81656275	35.61359706	"33.81656275,35.61359706"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	20	youth		no	33.81602274	35.60938256	"33.81602274,35.60938256"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	20	youth		no	33.81607546	35.61149421	"33.81607546,35.61149421"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	54	adult		yes	33.81607312	35.61135817	"33.81607312,35.61135817"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	lebanese	male	26	adult		no	33.8160727	35.61107017	"33.8160727,35.61107017"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	syrian	male	27	adult		yes	33.7802158	35.62621334	"33.7802158,35.62621334"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	48	adult	no	yes	34.44228928	35.84289667	"34.44228928,35.84289667"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	33	adult	no	no	34.44112014	35.84137589	"34.44112014,35.84137589"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	22	youth	yes	yes	34.44225297	35.84528589	"34.44225297,35.84528589"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	female	20	youth	no	no	34.4400408	35.84040454	"34.4400408,35.84040454"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	51	adult		yes	34.44059301	35.8409297	"34.44059301,35.8409297"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	61	adult		yes	34.44238866	35.84219017	"34.44238866,35.84219017"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	25	adult		no	34.44179321	35.84424357	"34.44179321,35.84424357"
10/21/2014	tripoli_t5	tripoli	LBN56017	LBN56017	Zahrieh	lebanese	male	34	adult		yes	34.43932902	35.84205254	"34.43932902,35.84205254"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	male	56	adult		yes	33.78086146	35.62785211	"33.78086146,35.62785211"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	male	54	adult		yes	33.78077747	35.62827586	"33.78077747,35.62827586"
10/21/2014	beirut_lbn	aley	LBN31083	LBN31083	Mansouriye et Ain el Marj	lebanese	male	65	adult		yes	33.78096717	35.62820891	"33.78096717,35.62820891"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	35	adult		yes	33.81610436	35.61158414	"33.81610436,35.61158414"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	24	youth		no	33.81592126	35.61129702	"33.81592126,35.61129702"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	16	adolescents		no	33.81408026	35.60945185	"33.81408026,35.60945185"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	23	youth		no	33.81707488	35.61217995	"33.81707488,35.61217995"
10/21/2014	beirut_lbn	aley	LBN31002	LBN31002	Aaley ej Jdide	syrian	male	17	adolescents		no	33.81667249	35.61325983	"33.81667249,35.61325983"
