today	sectionAA1_sub_office	sectionAA2_district	sectionAA3_village	sectionAA3_village_checked	Village Name	sectionAA5_nationality	sectionAA6_gender	sectionAA7_age	sectionAA8_age_group	sectionAA8a_pregnant	sectionAA8a_caregiver	_GPS_Coordinates_latitude	_GPS_Coordinates_longitude
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	28	adult		no	34.58588249	36.22364639
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	18	youth		no	34.58836101	36.22033311
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	14	adolescents		no	34.58572579	36.22380204
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	female	19	youth	no	no	34.58586364	36.22364792
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58385738	36.22012717
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58685923	36.21989876
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58790242	36.21979448
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	female	20	youth	no	no	34.5881171	36.22031766
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	15	adolescents		no	34.58729487	36.22135023
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	male	37	adult		yes	33.88999911	35.50684992
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	54	adult		yes	34.49870763	36.01309374
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	27	adult		no	34.49845521	36.01350806
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	16	adolescents		no	34.49865382	36.01351786
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	14	adolescents		no	34.50120385	36.01697423
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	34	adult		yes	34.50110934	36.01673207
2014-10-17	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	32	adult		no	34.50173073	36.0168459
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	33	adult	yes	yes	34.49862227	36.01294385
2014-10-16	akkar	akkar	LBN51252	LBN51208	Ouadi Ej jamous	lebanese	female	20	youth	yes	yes	34.49868076	36.01372153
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	32	adult	no	yes	34.50112124	36.01669292
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	43	adult	no	yes	34.49963835	36.01464959
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	21	youth		yes	33.61650605	35.4486461
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	20	youth		yes	33.6167366	35.44869567
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	20	youth		yes	33.61695333	35.44831208
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	18	youth		yes	33.61766158	35.44598377
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	18	youth		no	33.6176741	35.45034667
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	20	youth		yes	33.61754778	35.45054201
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	20	youth		no	33.61647207	35.44859118
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33187	Sibline	syrian	male	18	youth		yes	33.62028242	35.43656302
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	18	youth		no	33.86930559	35.96853418
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	51	adult	no	yes	34.58679812	36.21733256
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	26	adult	yes	yes	34.58631294	36.22252163
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	13	adolescents		no	34.58632363	36.2225145
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	16	adolescents		no	34.58679192	36.21728319
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	15	adolescents		no	34.58291458	36.21832397
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	27	adult	yes	yes	34.58633695	36.22256789
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	14	adolescents		no	34.58417057	36.22096963
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	40	adult	no	yes	34.58675701	36.21732652
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	15	adolescents	no	no	34.58362859	36.22005994
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	35	adult	no	yes	34.64473965	36.35216334
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	45	adult	no	yes	34.64430629	36.35254984
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	38	adult	no	yes	34.64377715	36.35278454
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	39	adult	no	yes	34.64396333	36.35383359
2014-10-16	akkar	akkar	LBN51252	LBN51019	Akroum	lebanese	female	20	youth	no	no	34.64137768	36.35130643
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	20	youth	no	no	34.64408119	36.35628403
2014-10-16	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	18	youth		no	34.64460426	36.3521123
2014-10-16	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	18	youth		no	34.64379729	36.35279291
2014-10-16	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	13	adolescents		no	34.6445193	36.35483692
2014-10-16	akkar	akkar	LBN51195	LBN51019	Akroum	lebanese	male	15	adolescents		no	34.64883984	36.35105602
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	56	adult		yes	33.62037507	35.43657973
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	63	adult		yes	33.62168332	35.43556202
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	74	adult		yes	33.62185723	35.43558187
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	83	adult		yes	33.62197638	35.43556193
2014-10-16	beirut_lbn	chouf	LBN33181	LBN33187	Sibline	syrian	male	34	adult		yes	33.62141834	35.43536302
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	41	adult		yes	33.62501166	35.43570324
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	44	adult		yes	33.62607511	35.43610482
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	32	adult		yes	33.62299707	35.43336351
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	26	adult	no	no	33.61971107	35.43407656
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	38	adult	no	no	33.61990806	35.43336483
2014-10-16	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	50	adult	no	no	33.62195458	35.43552583
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	37	adult	yes	yes	33.61671939	35.4464894
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	21	youth	yes	no	33.61670052	35.44632933
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61760776	35.44584147
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61726165	35.44588714
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	18	adult	yes	yes	33.61491465	35.45529524
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	23	youth	yes	yes	33.61684726	35.44664039
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33141	Mazboud	lebanese	female	36	adult	yes	yes	33.61405776	35.47207304
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61762301	35.44578837
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	45	adult	no	yes	33.6176954	35.44485498
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	26	adult	no	yes	33.61933648	35.45594667
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	42	adult	no	yes	33.61928387	35.45598323
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	34	adult	no	yes	33.61919492	35.4562675
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	45	adult	no	yes	33.61938564	35.45575549
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33113	Ketermaya	lebanese	female	31	adult	no	yes	33.61529622	35.4537867
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	55	adult	no	yes	33.61731964	35.4455225
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	30	adult	no	yes	33.61649228	35.44917096
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61721391	35.44871721
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	40	adult		yes	33.61704296	35.44853688
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61624277	35.44862747
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61655832	35.44853149
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	53	adult		yes	33.61660973	35.44851401
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	31	adult		yes	33.61639402	35.4481849
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	25	adult		no	33.61655234	35.447842
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	13	adolescents		no	33.6166166	35.44848977
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	43	adult	no	no	33.61520492	35.45230712
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	36	adult	no	no	33.61498045	35.45220637
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	14	adolescents	no	no	33.6151928	35.45211995
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	38	adult	no	no	33.61457372	35.4527045
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	25	adult	no	no	33.61506276	35.45230745
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	14	adolescents	no	no	33.61569006	35.45193614
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	13	adolescents	no	no	33.61597555	35.45158619
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	13	adolescents	no	no	33.62006432	35.45259479
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	14	adolescents	no	no	33.62219125	35.44547073
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	14	adolescents	no	no	33.62218136	35.44565198
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	17	adolescents	no	no	33.62256061	35.44586595
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	27	adult	no	no	33.6165779	35.44797626
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	26	adult	no	no	33.61638173	35.44844313
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	16	adolescents	no	no	33.61639605	35.44866623
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	35	adult	no	no	33.61659267	35.44822087
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	28	adult	no	no	33.61724216	35.44667715
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	57	adult	no	yes	33.62496016	35.47929964
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	38	adult	no	yes	33.624925	35.48054256
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	33	adult	no	yes	33.62422104	35.48259923
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	22	youth	no	no	33.6238443	35.48282221
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	43	adult	no	yes	33.62353394	35.4821544
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	58	adult	no	yes	33.61712876	35.48914943
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	20	youth	no	no	33.6170845	35.48921281
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	25	adult		yes	33.61641022	35.44876264
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	37	adult		yes	33.61637358	35.44874175
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	29	adult		no	33.61629379	35.448599
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	35	adult		yes	33.61654259	35.44875672
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	15	adolescents		no	33.61648864	35.4487962
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	13	adolescents		no	33.61672908	35.44753287
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	13	adolescents		no	33.61637186	35.44789329
2014-10-16	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	14	adolescents		no	33.61649201	35.44857922
2014-10-16	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	male	12	adolescents		no	33.62326315	35.48257287
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	22	youth	no	no	33.62140428	35.48445531
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	24	youth	yes	no	33.62221372	35.48358343
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	21	youth	no	no	33.62217417	35.4834714
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	60	adult	no	no	33.62408194	35.48345712
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	23	youth	yes	no	33.61741982	35.48913519
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	55	adult	no	no	33.62384465	35.4835484
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	68	adult	no	no	33.62383874	35.48437159
2014-10-17	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	28	adult	yes	yes	33.61472308	35.48881802
2014-10-17	beirut_lbn	beirut	LBN11058	LBN11058	Zoqaq el Blat	syrian	male	35	adult		no	33.89259574	35.49930872
2014-10-17	beirut_lbn	beirut	LBN11058	LBN11058	Zoqaq el Blat	lebanese	female	32	adult	no	no	33.89242991	35.49970452
2014-10-17	beirut_lbn	beirut	LBN11058	LBN11058	Zoqaq el Blat	lebanese	female	17	adolescents	no	no	33.89256679	35.49915953
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	46	adult		yes	33.64105955	35.51045842
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	50	adult		yes	33.64090521	35.51040907
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	52	adult		yes	33.64096618	35.51091558
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	14	adolescents		no	33.64087604	35.51092984
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	12	adolescents		no	33.61990504	35.43904363
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	14	adolescents		no	33.64088259	35.51108762
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	12	adolescents		no	33.62108313	35.43818982
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	21	youth		no	33.64185028	35.51179915
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	20	youth		no	33.62233131	35.43584004
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	29	adult		yes	33.64367327	35.50818809
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	15	adolescents		no	33.61965556	35.43789394
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	syrian	male	24	youth		yes	33.64600294	35.50636808
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	14	adolescents		no	33.62139375	35.43486339
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	20	youth		no	33.61961949	35.4382026
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	20	youth		no	33.61625661	35.43111936
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	14	adolescents	no	no	33.6106074	35.47867716
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	20	youth	no	no	33.61079025	35.48064656
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	22	youth	no	no	33.61080981	35.48094532
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	21	youth	no	no	33.61081316	35.48067587
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	17	adolescents	no	no	33.61079257	35.48063522
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	17	adolescents		no	33.64139201	35.51098261
2014-10-17	beirut_lbn	chouf	LBN33024	LBN33056	Daraiya	lebanese	male	17	adolescents		no	33.6409496	35.51100636
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	22	youth		no	33.64139958	35.51097138
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	48	adult		yes	33.64174568	35.51171746
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	29	adult		yes	33.64171476	35.51182454
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	19	youth		no	33.64100752	35.51036855
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	17	adolescents		no	33.64114699	35.51101481
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	17	adolescents		no	33.64100454	35.51077735
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	19	youth		no	33.64169584	35.51089662
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	43	adult		yes	33.64181402	35.51182777
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	32	adult		yes	33.64194088	35.51176457
2014-10-17	beirut_lbn	chouf	LBN33056	LBN33056	Daraiya	lebanese	male	19	youth		no	33.64181574	35.5118214
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	27	adult		no	33.61161805	35.4794929
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	15	adolescents		no	33.61157406	35.47951768
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	50	adult		yes	33.61191304	35.47978858
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	30	adult		yes	33.61184212	35.47978166
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	13	adolescents		no	33.61191446	35.47977868
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	53	adult		yes	33.61158109	35.47993717
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	18	adult		no	33.611166	35.48033611
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	male	18	youth		no	33.61074198	35.48102253
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	17	adolescents		no	33.61946153	35.43815496
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	20	adult		no	33.61984739	35.43844151
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	18	youth		no	33.6197525	35.43806948
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	18	youth		no	33.62015989	35.43819319
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	18	youth		no	33.62029818	35.43835728
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	13	adolescents		no	33.62015038	35.4385621
2014-10-17	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	16	adolescents		no	33.61966675	35.43802609
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	22	youth	no	yes	33.61154349	35.47901967
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	60	adult	no	no	33.61197416	35.47950447
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	55	adult	no	no	33.61219687	35.48017785
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	55	adult	no	no	33.61244138	35.48027105
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	41	adult	no	no	33.61066856	35.48070541
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	lebanese	female	50	adult	no	yes	33.61057719	35.48065872
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	24	youth		yes	33.61096795	35.47965593
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	40	adult		yes	33.61089075	35.48027527
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	30	adult		no	33.6107452	35.48022967
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	61	adult		yes	33.61155313	35.47979733
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	12	adolescents		no	33.61061029	35.48294725
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	54	adult		yes	33.61102524	35.47966852
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	male	19	youth		no	33.6106597	35.48305459
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	22	youth	no	yes	33.61103099	35.47954431
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	35	adult	no	yes	33.60909688	35.48021935
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	27	adult	no	no	33.6093468	35.48001249
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	35	adult	no	yes	33.6090999	35.48015516
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	40	adult	no	yes	33.60860711	35.48046077
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	31	adult	no	no	33.60851715	35.48079818
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	36	adult	no	no	33.60901068	35.48029235
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	18	youth	yes	yes	33.61021367	35.48233076
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	19	youth	no	no	33.60883653	35.48024234
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	17	adolescents	yes	yes	33.60908568	35.48059003
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	26	adult	yes	yes	33.61187039	35.4790597
2014-10-17	beirut_lbn	chouf	LBN33141	LBN33141	Mazboud	syrian	female	23	youth	yes	yes	33.61187217	35.4790273
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	24	youth	no	no	33.6156044	35.45252547
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	23	youth	no	no	33.61879409	35.45021491
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	36	adult	yes	no	33.61638446	35.4444179
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	24	youth	no	no	33.61500756	35.45566055
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	22	youth	no	no	33.61562355	35.45161108
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	18	youth	no	no	33.61561278	35.4522301
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	29	adult	yes	yes	33.61848016	35.44908396
2014-10-17	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	20	youth	yes	no	33.61669823	35.44845919
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	48	adult	no	yes	34.52944323	36.04401542
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	45	adult	no	yes	34.53044881	36.05185904
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	24	adult	yes	yes	34.53042748	36.05182584
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	23	adult	yes	yes	34.52951394	36.04465957
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	35	adult	no	yes	34.52966085	36.04303863
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	female	49	adult	no	yes	34.53027502	36.05191268
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	male	25	adult		yes	34.53075977	36.05310199
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	male	16	adolescents		no	34.53044469	36.04153625
2014-10-20	akkar	akkar	LBN51012	LBN51012	Aarqa	lebanese	male	17	adolescents		no	34.52959402	36.04477679
